GEODB_OID,OBJECTID,PRORAGIS_I,PARK_ID,PARK_NAME,ADDRESS,CITY_MUNIC,COUNTY,STATE,STREET_NUM,STREET_NAM,STREET_TYP,ZIP_CODE,REFERENCE,REFERENCE_,PARK_ACRES,ACRE_SOURC,YEAR_OPEN,PARK_STATU,STATUS_COM,DEVELOPMEN,PARK_TYPE,SERVICE_AR,COUNCIL_DI,COUNCIL_00,MANAGEMENT,LAND_OWNER,LANDOWNER_,MANAGING_A,MANAGING00,UNIT,MODIFIED_B,MODIFIED_D,SHAPE_AREA,SHAPE_LEN
218,218,63,359,Dougherty Arts Center,"1110 Barton Springs Rd., Austin, Texas 78704",Austin,Travis,TX,1110,Barton Springs,Rd.,78704,Other,Street Address,2.3400354,GIS Value,2008,Open,undeveloped,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,101931.5345,1308.664867
219,219,65,137,Civitan Neighborhood Park,"513 Vargas Rd., Austin, Texas 78741",Austin,Travis,TX,513,Vargas,Rd.,78741,Other,Street Address,6.92328838,GIS Value,1956,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,301577.2356,2785.06631
220,220,66,139,Colony District Park,"7400 Loyola Ln., Austin, Texas 78724",Austin,Travis,TX,7400,Loyola,Ln.,78724,Other,Street Address,91.79060585,GIS Value,2008,Open,Developed,Developed,District,0-5 miles,1,1;2;3;4;9,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,3998255.93,11713.43729
221,221,68,140,Colorado River Park WIldlife Sanctuary,"5827 Levander Loop, Austin, Texas 78702",Austin,Travis,TX,5827,Levander Loop,,78702,Other,Street Address,42.51375225,GIS Value,1975,Open,Developed,Developed,Nature Preserve,0-25 miles,3,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1851891.64,6098.763277
222,222,69,158,Eilers (Deep Eddy) Neighborhood Park,"401 Deep Eddy Ave., Austin, Texas 78703",Austin,Travis,TX,401,Deep Eddy,Ave.,78703,Other,Street Address,9.72136733,GIS Value,1998,Open,Developed,Developed,Neighborhood,0-5 miles,10,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,423461.067,3169.200564
223,223,124,181,Jimmy Clay Golf Course,"5400 Jimmy Clay Dr., Austin, Texas 78744",Austin,Travis,TX,5400,Jimmy Clay,Dr.,78744,Other,Street Address,203.1186441,GIS Value,2008,Open_Fee,Golf Fee,Developed,Golf Course,0-25 miles,2,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,8847812.746,14444.0669
224,224,127,173,Gullett School Park,"3105 Hunt Trl., Austin, Texas 78757",Austin,Travis,TX,3105,Hunt,Trl.,78757,Other,Street Address,10.16790351,GIS Value,1956,Open,undeveloped,Developed,School,0-5 miles,7,1;3;4;6;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,442912.1051,2770.893007
225,225,128,212,John Trevino Jr. Metro Park at Morrison Ranch,"9501 FM 969 Rd., Austin, Texas 78725",Austin,Travis,TX,9501,FM 969,Rd.,78725,Other,Street Address,320.1550715,GIS Value,1998,Open_Restricted,undeveloped,Developed,Metropolitan,0-25 miles,1;2,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,13945899.13,17241.76439
181,181,174,238,Parque Zaragoza Neighborhood Park,"2608 Gonzales St., Austin, Texas 78702",Austin,Travis,TX,2608,Gonzales,St,78702,Other,Street Address,15.38511145,GIS Value,2008,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,670172.7742,3657.285496
182,182,187,355,North Austin Recreation Center/YMCA,"1000 W Rundberg Ln., Austin, Texas 78758",Austin,Travis,TX,1000,W Rundberg,Ln.,78758,Other,Street Address,7.00079511,GIS Value,2007,Open,Developed,Developed,Special,0-25 miles,4,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,304953.4151,2481.104235
183,183,285,320,Wooten Neighborhood Park,"1500 Dale Dr., Austin, Texas 78757",Austin,Travis,TX,1500,Dale,Dr,78757,Other,Street Address,6.58160113,GIS Value,1954,Open,Cemetery,Developed,Neighborhood,0-5 miles,7,1;4;6;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,286693.3985,2141.12463
184,184,199,357,Nuckols Crossing of Slaughter Creek Greenbelt,"400 Angel Oak St., Austin, Texas 78748",Austin,Travis,TX,400,Angel Oak,St,78748,Other,Street Address,12.30190679,GIS Value,2008,Open,Undeveloped,Undeveloped,Greenbelt,0-5 miles,5,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,535868.9163,4471.924246
185,185,225,285,Swede Hill Pocket Park,"907 E 14th St., Austin, Texas 78702",Austin,Travis,TX,907,E 14th,St,78702,Other,Street Address,0.86839319,GIS Value,1998,Open,Undeveloped,Undeveloped,Pocket,0-0.5 miles,1,1;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,37827.05611,804.4813879
186,186,226,259,Rosewood Neighborhood Park,"2300 Rosewood Ave., Austin, Texas 78702",Austin,Travis,TX,2300,Rosewood,Ave,78702,Other,Street Address,14.22276674,GIS Value,2008,Open,Cemetery,Developed,Neighborhood,0-5 miles,1,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,619541.2412,3788.952962
239,239,92,151,Doss School Park,"7013 Northledge Dr., Austin, Texas 78731",Austin,Travis,TX,7013,Northledge,Dr.,78731,Other,Street Address,6.15077357,GIS Value,1975,Open,Cemetery,Developed,School,0-5 miles,10,1;4;6;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,267926.6249,2621.940921
187,187,227,261,Roy Kizer Golf Course,"5400 Jimmy Clay Dr., Austin, Texas 78744",Austin,Travis,TX,5400,Jimmy Clay,Dr,78744,Other,Street Address,265.1906574,GIS Value,1998,Open_Fee,Golf Fee,Developed,Golf Course,0-25 miles,2,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,11551658.83,17295.94876
188,188,228,383,Ryan Planting Strip,"6900 Ryan Dr., Austin, Texas 78757",Austin,Travis,TX,6900,Ryan,Dr,78757,Other,Street Address,0.24088698,GIS Value,2008,Closed,Undeveloped,Undeveloped,Planting Strips/Triangles,0-0.5 miles,7,4;7,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,10492.99502,881.4823137
189,189,229,286,Symphony Square,"1101 Red River St., Austin, Texas 78701",Austin,Travis,TX,1101,Red River,St,78701,Other,Street Address,0.48712818,GIS Value,1956,Open_Restricted,Leased Out,Developed,Special,0-25 miles,1,Citywide,Historical/Cultural,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,21219.21845,605.3521383
238,238,11,121,Blowing Sink Research Management Area,"3705 Deer Ln., Austin, Texas, 78749",Austin,Travis,TX,3705,Deer,Ln.,78749,Other,Street Address,190.1385811,GIS Value,2000,Closed,Undeveloped,Undeveloped,Nature Preserve,0-25 miles,8,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,8282403.464,13085.20627
190,190,230,282,Steck Valley Greenbelt,"8403 Adirondack Trl., Austin, Texas 78759",Austin,Travis,TX,8403,Adirondack,Trl,78759,Other,Street Address,38.35643094,GIS Value,1956,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,10,1;4;6;7;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1670799.449,9239.970013
191,191,232,263,Schieffer Tract,"3404 Hycreek Dr., Austin, Texas 78723",Austin,Travis,TX,3404,Hycreek,Dr,78723,Other,Street Address,4.35596015,GIS Value,1999,Open,Undeveloped,Undeveloped,Special,0-25 miles,1,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,189744.8654,2233.562185
192,192,233,280,St. Elmo School Park,"4312 S 1st St., Austin, Texas 78745",Austin,Travis,TX,4312,S 1st,St,78745,Other,Street Address,5.51527426,GIS Value,1996,Open,Developed,Developed,School,0-5 miles,3,1;2;3;5;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,240244.3859,2753.917954
237,237,90,150,Dittmar District Park,"1009 W Dittmar Rd., Austin, Texas 78748",Austin,Travis,TX,1009,W Dittmar,Rd.,78748,Other,Street Address,33.20699835,GIS Value,1985,Open,Developed,Developed,District,0-5 miles,2,2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1446491.062,10911.55477
240,240,93,152,Dottie Jordan Neighborhood Park,"2803 Loyola Ln., Austin, Texas 78723",Austin,Travis,TX,2803,Loyola,Ln.,78723,Other,Street Address,11.29269234,GIS Value,1973,Open,Developed,Developed,Neighborhood,0-5 miles,1,1;2;3;4;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,491907.7106,5180.328549
241,241,88,393,Evergreen Cemetery,"3300 E 12th St., Austin, Texas 78721",Austin,Travis,TX,3300,E 12th,St.,78721,Other,Street Address,29.7245103,GIS Value,1925,Open_Restricted,Cemetery,Developed,Cemetery,0-25 miles,1,Citywide,Special Use Area,City of Austin,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1294794.49,4498.65373
242,242,42,243,"Burnett ""Blondie"" Pharr Tennis Center","4201 Brookview Rd. Austin, Texas 78722",Austin,Travis,TX,4201,Brookview,Rd.,78722,Other,Street Address,8.29025512,GIS Value,1941,Open,Developed,Developed,Special,0-25 miles,9,Citywide,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,361122.0685,3262.164187
246,246,20,124,Boggy Creek Greenbelt,"1114 Nile St., Austin, Texas, 78702",Austin,Travis,TX,1114,Nile,St.,78702,Other,Street Address,48.83035538,GIS Value,1971,Open,Developed,Developed,Greenbelt,0-5 miles,1,1;2;3;4;5;7;8;9;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,2127041.772,16455.92832
233,233,6,303,Buttermilk Neighborhood Park,"7500 Blessing Ave., Austin, Texas 78752",Austin,Travis,TX,7500,Blessing,Ave.,78752,Other,Street Address,16.60250868,GIS Value,1975,Open,Developed,Developed,Neighborhood,0-5 miles,4,1;3;4;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,723202.3852,3805.568351
243,243,14,122,Blunn Creek Greenbelt,"1901 East Side Dr., Austin, Texas 78704",Austin,Travis,TX,1901,East Side,Dr.,78704,Other,Street Address,13.33355865,GIS Value,2014,Open,Developed,Developed,Greenbelt,0-5 miles,9,1;2;3;4;5;7;8;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,580807.4916,7868.385715
244,244,17,389,Blunn Creek Pocket Park,"1405 Kenwood Ave., Austin, Texas 78704",Austin,Travis,TX,1405,Kenwood,Ave.,78704,Other,Street Address,1.25805215,GIS Value,1991,Open,Developed,Undeveloped,Pocket,0-0.5 miles,9,3;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,54800.53263,2408.971521
245,245,18,155,Duncan Neighborhood Park,"900 W 9th St., Austin, Texas 78701",Austin,Travis,TX,900,W 9th,St,78701,Other,Street Address,5.10832004,GIS Value,1974,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;4;5;7;8;9;10,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,222517.5307,2773.300484
247,247,75,144,Conley-Guerrero Senior Activity Center,"808 Nile St., Austin, Texas 78702",Austin,Travis,TX,808,Nile,St.,78702,Other,Street Address,2.43782134,GIS Value,1998,Open,undeveloped,Developed,Special,0-25 miles,1,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,106191.0729,1467.838723
248,248,76,160,Ellen Higgins Pocket Park,"2711 Cameron Loop, Austin, Texas 78745",Austin,Travis,TX,2711,Cameron Loop,,78745,Other,Street Address,0.69465178,GIS Value,2008,Open,undeveloped,Developed,Pocket,0-0.5 miles,5,5,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,30258.91051,843.2015167
250,250,60,353,Cherrywood Pocket Park,"1600 E 34th St., Austin, Texas 78722",Austin,Travis,TX,1600,E 34th,St.,78722,Other,Street Address,0.48516007,GIS Value,1940,Open,undeveloped,Developed,Pocket,0-0.5 miles,9,1;9,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,21133.48805,690.6626564
251,251,26,326,Brushy Creek Greenbelt,"16533 Along Creek Cv. Austin, Texas 78717",Austin,Williamson,TX,16533,Along Creek,Cv.,78717,Other,Street Address,56.77823039,GIS Value,2005,Open,Developed,Undeveloped,Greenbelt,0-5 miles,6,6;7;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2473249.823,15477.58904
252,252,59,134,Cherry Creek Neighborhood Park,"3403 Silk Oak Dr., Austin, Texas 78748",Austin,Travis,TX,3403,Silk Oak,Dr.,78748,Other,Street Address,10.37931073,GIS Value,2010,Open,Developed,Developed,Neighborhood,0-5 miles,5,2;3;5;8,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,452120.9667,3152.356744
253,253,252,301,Caldwell Treaty Oak Park,"507 Baylor St., Austin, Texas 78703",Austin,Travis,TX,507,Baylor,St,78703,Other,Street Address,0.30808588,GIS Value,1937,Open,Developed,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,13420.16742,465.9314966
254,254,29,128,Bull Creek District Park,"6701 Lakewood Dr., Austin, Texas 78731",Austin,Travis,TX,6701,Lakewood,Dr.,78731,Other,Street Address,47.94079841,GIS Value,1971,Open,undeveloepd,Developed,District,0-5 miles,10,4;6;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2088292.825,7272.059513
255,255,94,162,Franklin Neighborhood Park,"4800 Copperbend Blvd., Austin, Texas 78744",Austin,Travis,TX,4800,Copperbend,Blvd.,78744,Other,Street Address,5.39725497,GIS Value,1975,Open,Developed,Developed,Neighborhood,0-5 miles,2,1;2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,235103.4861,2210.541987
256,256,10,400,Earl J. Pomerleau Pocket Park,"1906 Patton Ln., Austin, Texas 78723",Austin,Travis,TX,1906,Patton,Ln.,78723,Other,Street Address,1.93356558,GIS Value,2014,Planned,Undeveloped,Undeveloped,Pocket,0-0.5 miles,1,1;4,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,84225.77994,1166.982656
257,257,962,416,Gaines Park,"3918 S Mopac Expy Svrd., Austin, Texas 78746",Austin,Travis,TX,3918,S Mopac Svrd SB,Expy,78746,Other,Street Address,8.7469475,GIS Value,1991,Open,Developed,Developed,Greenbelt,0-5 miles,5;8,1;2;3;5;6;7;8;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,381015.5091,2987.719236
258,258,15,156,East Bouldin Creek Greenbelt,"901 Bouldin Ave., Austin, Texas 78704",Austin,Travis,TX,901,Bouldin,Ave.,78704,Other,Street Address,0.6412336,GIS Value,1983,Closed,Closed,Undeveloped,Greenbelt,0-5 miles,9,1;2;3;4;5;7;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,27932.02381,747.0597295
261,261,21,157,Eastwoods Neighborhood Park,"3001 Harris Park Ave., Austin, Texas 78705",Austin,Travis,TX,3001,Harris Park,Ave.,78705,Other,Street Address,9.51643433,GIS Value,1929,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,414534.2211,3459.874938
259,259,13,367,East Boggy Creek Greenbelt,"5609 Stuart Cir., Austin, Texas 78721",Austin,Travis,TX,5609,Stuart,Cir.,78721,Other,Street Address,75.02006414,GIS Value,2008,Open,Trails Only,Developed,Greenbelt,0-5 miles,3,1;2;3;4;5;7;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,3267860.922,12118.46301
260,260,98,165,Garrison District Park,"6001 Manchaca Rd., Austin, Texas 78745",Austin,Travis,TX,6001,Manchaca,Rd.,78745,Other,Street Address,39.44994319,GIS Value,1961,Open,Developed,Developed,District,0-5 miles,5,2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1718432.652,6013.200084
264,264,45,392,Austin Memorial Park Cemetery,"3000 Hancock Dr., Austin, Texas 78731",Austin,Travis,TX,3000,Hancock,Dr.,78731,Other,Street Address,83.98916801,GIS Value,1941,Open_Restricted,Cemetery,Developed,Cemetery,0-25 miles,7,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,3658462.994,7838.595083
266,266,262,316,Williamson Creek East Greenbelt,"4618 E William Cannon Dr., Austin, Texas 78744",Austin,Travis,TX,4618,E William Cannon,Dr,78744,Other,Street Address,102.0160822,GIS Value,1998,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,2,1;2;3;5;8;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,4444160.109,25286.02647
226,226,131,170,Hall/Goodnight Planting Strip,"6305 Hall St., Austin, Texas 78757",Austin,Travis,TX,6305,Hall,St.,78757,Other,Street Address,1.22998981,GIS Value,2008,Closed,Developed,Undeveloped,Planting Strips/Triangles,0-0.5 miles,7,7,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,53578.14189,2489.488764
227,227,134,176,Harris Branch Neighborhood Park,"11200 Farmhaven Rd., Austin, Texas 78754",Austin,Travis,TX,11200,Farmhaven,Rd.,78754,Other,Street Address,9.68473109,GIS Value,1965,Open,Developed,Developed,Neighborhood,0-5 miles,1,1;4;7,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,421865.199,3162.431251
228,228,136,253,Harris Triangle,"2409 Windsor Rd., Ausin, Texas 78703",Austin,Travis,TX,2409,Windsor,Rd.,78703,Other,Street Address,0.14748615,GIS Value,1947,Closed,undeveloped,Developed,Planting Strips/Triangles,0-0.5 miles,9,9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,6442.857433,375.1445977
234,234,7,120,Big Stacy Neighborhood Park,"700 E Live Oak St., Austin, Texas 78704",Austin,Travis,TX,700,E Live Oak,St.,78704,Other,Street Address,4.45858012,GIS Value,1966,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,194214.9734,1931.158916
274,274,33,385,Alderbrook Pocket Park,"12444 Lamplight Village Ave., Austin, Texas 78758",Austin,Travis,TX,12444,Lamplight Village,Ave.,78758,Other,Street Address,1.90788733,GIS Value,2011,Planned,Developed,Undeveloped,Pocket,0-0.5 miles,7,7,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,83107.23978,1179.451806
229,229,137,203,Mary Moore Searight Metro Park,"907 W Slaughter Ln., Austin, Texas 78748",Austin,Travis,TX,907,W Slaughter,Ln.,78748,Other,Street Address,342.2698435,GIS Value,2001,Open,undeveloped,Developed,Metropolitan,0-25 miles,5,Citywide,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,14909214.75,25043.16662
230,230,139,204,Mayfield House,"3805 W 35th St., Austin, Texas 78703",Austin,Travis,TX,3805,W 35th,St.,78703,Other,Street Address,2.93926625,GIS Value,1958,Open,Developed,Developed,Special,0-25 miles,10,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,128033.9259,1673.172202
231,231,3,291,Butler Shores at Town Lake Metro Park,"200 S Lamar Blvd., Austin, Texas, 78704",Austin,Travis,TX,200,S Lamar,Blvd.,78704,Other,Street Address,29.52684639,GIS Value,1956,Open,Developed,Developed,Metropolitan,0-25 miles,5,Citywide,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1286184.284,7549.431127
235,235,8,369,Big Walnut Creek Nature Preserve,"9221 E US 290 Hwy EB, Austin, Texas 78724",Austin,Travis,TX,9221,E US 290 EB,Hwy.,78724,Other,Street Address,43.73430771,GIS Value,1998,Closed,Undeveloped,Undeveloped,Nature Preserve,0-25 miles,1,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1905058.824,7433.500266
236,236,9,130,Buttermilk Branch Greenbelt,"7501 Bethune Ave., Austin, Texas, 78752",Austin,Travis,TX,7501,Bethune,Ave.,78752,Other,Street Address,4.00384587,GIS Value,2008,Open,undeveloped,Developed,Greenbelt,0-5 miles,4,1;3;4;7;9;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,174406.8285,4025.848235
289,289,61,148,Davis Hill Neighborhood Park,"3402 Davis Ln., Austin, Texas 78745",Austin,Travis,TX,3402,Davis,Ln.,78745,Other,Street Address,8.16963206,GIS Value,1990,Open_Restricted,Undeveloped;Portion leased to AE,Undeveloped,Neighborhood,0-5 miles,5,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,355867.7491,3572.401129
290,290,27,104,Brush Square Triangle,"4621 Lake Vw., Austin, Texas 78731",Austin,Travis,TX,4621,Lake,Vw.,78731,Other,Street Address,0.73053155,GIS Value,1947,Open,Undeveloped,Undeveloped,Planting Strips/Triangles,0-0.5 miles,10,10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,31821.82718,734.5197484
291,291,71,142,Comal Pocket Park,"300 Comal St., Austin, Texas 78702",Austin,Travis,TX,300,Comal,St.,78702,Other,Street Address,0.9713417,GIS Value,1952,Open,Developed,Developed,Pocket,0-0.5 miles,3,1;3;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,42311.47518,867.9852028
280,280,67,221,Davis/White Northeast Neighborhood Park,"6705 Crystalbrook Dr., Austin, Texas 78724",Austin,Travis,TX,6705,Crystalbrook,Dr.,78724,Other,Street Address,19.24900184,GIS Value,1982,Open,Undeveloped,Developed,Neighborhood,0-5 miles,1,1;2;3;4;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,838589.5983,7165.804492
281,281,36,103,Archstone Greenbelt,"4308 Staggerbrush Rd., Austin, Texas 78749",Austin,Travis,TX,4308,Staggerbrush,Rd.,78749,Other,Street Address,0.52908609,GIS Value,2003,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,8,2;3;5;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,23046.89807,738.9226859
282,282,40,116,Barton Hills School Park,"2009 Homedale Dr., Austin, Texas 78704",Austin,Travis,TX,2009,Homedale,Dr.,78704,Other,Street Address,3.76265944,GIS Value,1975,Open,Developed,Developed,School,0-5 miles,5,1;2;3;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,163900.7894,1684.784961
283,283,38,105,Armadillo Neighborhood Park,"910 Armadillo Rd., Austin, Texas 78745",Austin,Travis,TX,910,Armadillo,Rd.,78745,Other,Street Address,2.46494354,GIS Value,1987,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,2,2;3;5;8;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,107372.511,1384.055671
284,284,77,145,Convict Hill Quarry Neighborhood Park,"6511 Convict Hill Rd., Austin, Texas 78749",Austin,Travis,TX,6511,Convict Hill,Rd.,78749,Other,Street Address,2.80767211,GIS Value,1988,Open,Undeveloped,Developed,Neighborhood,0-5 miles,8,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,122301.7079,1405.06823
279,279,58,147,Cunningham School Park,"6213 Buffalo Pass, Austin, Texas 78745",Austin,Travis,TX,6213,Buffalo Pass,,78745,Other,Street Address,4.1574702,GIS Value,1977,Open,Developed,Developed,School,0-5 miles,5,2;3;5;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,181098.6775,1767.306339
285,285,73,143,Commons Ford Ranch Metro Park,"614 N Commons Ford Rd., Austin, Texas 78733",Austin,Travis,TX,614,N Commons Ford,Rd.,78733,Other,Street Address,211.7514043,GIS Value,1983,Open,Undeveloped,Developed,Metropolitan,0-100 miles,6,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,9223854.277,16287.59284
